Customer ID,Age,Gender,Location
42716b88-9b2c-40d5-8d6d-92043b06c78b,29,Male,Georgia
99c83a66-e700-4bba-a8d4-58eeaf35d3cc,57,Male,Hawaii
86e7abf3-062e-4149-b95c-a9649dc726f2,23,Male,Arkansas
eee38986-af0a-4948-bf01-32b408c1c3a7,45,Male,Montana
99bcca63-b25f-4a9b-9422-fbafb0fc43e2,38,Male,Oklahoma
bfb5d253-f232-4b72-995d-5775f3efce6f,21,Male,Minnesota
5b2444af-3f2e-43eb-b6e5-47c16752ccf3,32,Male,Montana
932f9138-4b71-44e1-b94b-8e507e4a5fb0,63,Male,Ohio
e347500f-90cd-4b3e-89a4-b67c2bc6763b,29,Male,Kentucky
25169d2e-08ed-4028-881d-cf71f39fe462,27,Male,Nebraska
e0faa223-1f4c-4b10-8339-fb7b686c38f1,56,Male,Delaware
9dc6f8ab-74a2-4a08-a44f-1632ec0def5d,30,Male,North Carolina
6d8710db-97a1-4a11-b95e-58a007edcd3c,49,Male,New York
fcebc394-392e-4356-a522-5d39cfc58c48,58,Male,Colorado
dc48f9cc-29a8-42bf-a124-53382bb18afd,57,Male,Delaware
d1eb6c17-c2cb-4250-a6e0-6d338065f864,60,Male,Utah
4e7fd0f9-73b6-4eca-8e6a-d9fbd21426cd,69,Male,Connecticut
f7b51ddf-2f25-4ddc-a54d-066ad4a675eb,70,Male,New Jersey
255cf7ce-ee16-4355-9879-55f630266f1e,53,Male,West Virginia
84560088-02f6-4a8a-a2ec-0c4fa35c28ea,25,Male,Indiana
898c428d-e2a7-4b6c-bc69-b391d1e2abc8,48,Male,Delaware
15fa61d5-c34a-4987-945e-652c84cb730f,69,Male,Maryland
9f68a8ba-237c-4b52-b30f-90553b4ffff7,25,Male,Pennsylvania
d4326329-a688-401a-a22e-34ea5845ca76,29,Male,Iowa
4853b9a7-1cd4-42af-98f7-00d6dce596a0,46,Male,Pennsylvania
bf2f4274-d9f4-4633-a45e-10f8ea841340,37,Male,Delaware
94e6d195-772c-4252-9df8-de90d9c68807,20,Male,Oregon
82a5840e-6860-4fb8-87ba-96fdca74e358,40,Male,Oregon
d1eb6c17-c2cb-4250-a6e0-6d338065f864,60,Male,Utah
170459cc-de75-4f75-a37c-4723c1aca043,26,Male,North Dakota
618ac91e-3ad9-4540-a712-b50631295777,29,Male,Florida
40cd7dd9-f875-40f6-86f2-bff72eb9b0b5,66,Male,Maryland
63ac7fc7-6a42-47c6-a1ef-106c01d504aa,66,Male,Minnesota
58b93d63-6d61-4d41-b343-fc51f5bfefbf,56,Male,Montana
312ce14d-e2ea-4fa5-a4ba-3f3900df2b21,69,Male,Rhode Island
4fef3522-565b-4cf0-a659-c9679a366268,38,Male,Massachusetts
df063470-b5da-405b-af1a-34738c77b503,42,Male,Vermont
84cfc3bf-b405-4322-be72-12d17cbea634,30,Male,New Jersey
59c82dec-af71-4469-acf9-b364586a2df0,66,Male,Wisconsin
5f64b5d7-72cf-42d4-a21c-e0961af738b6,36,Male,California
a38eadc5-91c2-4ff5-b46c-9e80ab773edd,58,Male,West Virginia
8fcbdb0d-5bf6-4c37-a1af-51faf71759da,45,Male,South Dakota
dde29661-77da-44fc-bd11-58826443598b,47,Male,Maine
60d380f2-67f6-4cf3-8eaf-5e3d7085a427,66,Male,Kansas
c82cb5e2-93dd-4f4c-aff2-4a01e2bcab90,41,Male,Vermont
c73d53bc-dd98-426d-aafd-ae42f1141e0f,41,Male,Tennessee
638921ba-69a3-4fb5-a563-194ae3517ff9,66,Male,Tennessee
e00f7107-adac-4c5e-acc1-962ca597c605,37,Male,Wyoming
5b80477b-c00e-41f5-9a92-dec5fc8ae1a2,70,Male,Vermont
98704e07-f117-48cf-9574-5613469ef5d7,62,Male,New Jersey
da482ee1-c442-4cc5-b388-8d73e414242b,61,Male,Iowa
5b964a90-f83a-4aea-a09a-4be45abb0988,48,Male,Florida
c047fb3e-e559-4176-b9c7-617e45357153,70,Male,Nevada
a30af610-0034-4cf9-9aa4-4f85d090413c,46,Male,North Dakota
838b967e-f425-448d-9f15-f6f0e6b608f8,31,Male,Florida
1d055188-da08-453e-8fcb-88bd06f0842a,19,Male,New York
7096b2c9-0536-448f-bd6e-bffcd08d90bc,39,Male,Alaska
d568be53-70ff-41b8-9f06-87997ee8443d,41,Male,Kansas
94e6d195-772c-4252-9df8-de90d9c68807,20,Male,Oregon
1f5d2aa8-a032-428c-9d39-46307a15e8c8,36,Male,Rhode Island
7dafcd2c-a39f-438a-9443-2bc8fd457161,32,Male,New Mexico
87a149ab-01d1-42ca-bf0b-99a94bb7944d,69,Male,Massachusetts
8d3ca6b7-e03c-47ec-aeb3-a28a3cb683b0,40,Male,Pennsylvania
c146cbb4-6a63-4722-8455-3a2368748495,40,Male,New Jersey
f0d0370f-762e-4edd-b817-5515d02996aa,20,Male,Utah
48c66526-5760-43a6-a7b6-8f28da85fc08,64,Male,Kentucky
25169d2e-08ed-4028-881d-cf71f39fe462,27,Male,Nebraska
402c3456-3ffe-41ca-8776-b6006be4ee56,24,Male,Virginia
3a4738b1-3454-403f-983e-123a662ac9e7,48,Male,Wyoming
f563490c-6046-4533-bd59-bb4cb2a2f0bb,49,Male,New Mexico
09a2c896-915c-4904-a581-cc65b72f9a17,36,Male,Oregon
868bd501-8dad-431d-81c7-044387a0ec71,56,Male,South Carolina
6c6c2096-091a-46a6-a1a0-10f2cfdb6f4d,37,Male,Arizona
c44bde8f-60ea-430f-92c6-5055feffb2d4,42,Male,Kentucky
be553aef-f0d2-49bc-8e66-f8b56a5bb221,28,Male,New York
dad6dd4f-4685-4623-b283-b209ebcdc8ab,27,Male,Texas
2117d688-1997-40fc-a396-4233b92ac527,63,Male,Missouri
d3f5b5d2-d879-4032-94b1-c590e40f6133,58,Male,Pennsylvania
fb288e0e-5989-4167-b9a0-eb3c0f7b4807,37,Male,Oregon
3812653f-c569-4f76-958d-def3d62dacbc,56,Male,Nevada
8c05674f-bbc7-40a5-948b-5f22e3d6e9ba,18,Male,Arkansas
b199486f-9518-4f6e-ae34-721aa268d5fd,48,Male,Minnesota
bdeb2d3c-2672-4ea0-8c96-c83dc77cd1c1,31,Male,Georgia
4bb6c315-d79e-4883-a5b4-b919af44ef5b,51,Male,Rhode Island
e7459d57-5385-4913-8338-d73dbbdc52a8,65,Male,Nevada
c525f9fe-efc2-4a11-adb3-84be54990f78,53,Male,Texas
b5a38ec0-d7af-4f0c-b2e4-d88eaa1e2bfc,55,Male,Florida
80be399e-2bde-400b-847f-ed4e34d28485,62,Male,North Dakota
0b47f993-148b-469c-958a-036c9c90995d,55,Male,West Virginia
4ce3ffb4-083a-40a3-9ba8-5a2648e0b63b,64,Male,Nebraska
cc5d568a-0b34-4006-a5a7-f6edd0433fe2,52,Male,Tennessee
b866b57c-4895-4278-9671-f59a5d60cf48,24,Male,Oklahoma
f10422a8-33c8-4a28-abab-d52ae5b7374f,38,Male,Wisconsin
e925ff72-2462-42fb-9389-d98d3c2f0c62,59,Male,Oregon
55e57398-ab31-498d-b19f-f9dcbf5d84c0,27,Male,North Carolina
