Purchase ID,Review Rating
f390697e-ed33-4740-91ec-11d625184d58,4.9
e28f7d1e-f1aa-4e7a-a0d7-7ade6a3840ae,4.1
7c618ba9-0906-450f-bfff-dcb605e397cd,4.9
bfe8872c-3015-452c-99be-0b45c4040ea7,4.7
d74f468e-01cd-4990-b5c4-106fe84a5cd7,3.0
ee90087f-35ee-4b6f-b4d6-0f108d835f00,3.4
ee43d87f-31c8-4dda-b090-48ec34044c38,3.2
9a98add8-72d9-45c9-a533-ff6446a9ac3d,
541fe7e6-b05c-420e-a97d-7d098d0df2b5,4.5
2fda22a0-1ff3-4855-91c3-e2d4eb7ffeed,2.7
0b5b1c40-a5bd-430d-83d9-71a910593ee6,3.4
dd72ccdf-cc58-478f-9945-6c9a568a473b,4.6
51a644c5-714a-4f5b-a09b-91b7aba94e56,2.7
06a12b75-0b4e-4a06-bacd-2e8279656f28,4.2
05e0590e-c7d7-422d-9beb-6a96afa59606,3.2
7558be21-2d20-455e-9f37-83f37f196603,4.8
661319b9-26f0-4a66-8802-c9520ae19933,3.3
c952e32b-5e40-485d-b5a2-663d1218183a,4.2
a70a2dcc-6577-45ce-930e-4b826ad6a8ba,4.8
86fccb94-35a5-4147-b58e-617b7263b7a2,4.9
99f55faf-4600-4bee-a747-cd9b291c2170,3.9
9ac13aee-51f0-4854-8bf8-4e832fdec223,3.0
1e4c9b6b-b6f5-41cf-9a36-f2a3cf4389bb,4.6
62cf40f9-42a6-4f29-9124-ac8629631e36,3.5
92fcac15-6420-42d1-a1d7-14d0437ad17c,4.8
9f3cfe4c-e353-4da8-b633-7860611e78e2,4.8
efccfcc2-db8a-4a29-a2b2-2fe79dc70261,3.0
1a94b9c8-449f-47b4-99b6-7eb9f1737000,4.5
bd926a8c-65ff-4bc7-b080-8b56c5560cf2,4.8
68c78e0c-7969-47d1-8b35-60552832f2f9,3.8
0422590e-97d4-48c3-b137-54a0e1d0f87e,4.6
5c24b856-ab0c-4f57-abef-075850292a4c,
27624f17-cfd7-4931-88a5-853701bcb67c,3.4
9a66fd62-ac30-4faa-aebc-4f0086a4c3d7,3.3
e8c77d9c-2b72-491a-905b-a0c28fdf2994,4.8
c26b56fb-eaf3-4e84-96cb-f2527967b84e,2.8
2287206e-c010-4961-8418-56174eeb3e67,
dadf67ff-3a16-4064-9e3c-623fdc2ccf81,4.6
c236ccad-6e5c-423d-93af-ffb2f4fdc041,2.6
0a5384ef-9848-4e43-bc2e-88d2b0125a51,2.6
227efb9c-a3b5-45c2-b058-204429ed2067,3.8
47ebd6e5-6d80-43e6-90f8-ef6bb569134d,4.5
14aa5280-e532-4eff-817b-ac46ec4dfd53,3.0
7034b993-affa-46ef-8c51-38d2f57a55d6,3.5
3acdc3b3-70ce-401e-9adb-f45c8b1280c3,3.8
7c81cfeb-c207-4e7f-b2d7-c196d146b4b5,3.5
77e3c740-8f05-42fe-b6cb-4f9e7dd7b5cf,
73e169ba-2547-4f87-bd06-ebad13128de9,3.0
e66baf2f-cb8e-4b00-b8f1-f47f40b33024,4.3
83d776c0-7341-4e9b-9384-f35d53b61b45,3.3
9d78d94a-31ea-4aa2-b12a-faf11e4966a0,4.7
89209e4e-4efb-4c78-9081-4af5e480a10b,4.5
9b9cd25a-d62f-479a-8c3f-ecaa29e8c87e,
948118ad-4982-4350-a81b-2e127fb34920,4.1
268a538a-9dae-46e6-a9f4-ca27f74341e5,3.5
90649ba2-5aa0-4a13-b601-303b3d67a0d2,3.4
3a6557e4-2914-4125-8e74-fe775fbd5384,3.3
6111abc8-686f-4b18-8d69-a0d1c77563c7,3.2
2c48cdaf-42a1-45e5-a566-c524b312bcee,4.0
4f2110bb-5ad2-42d4-bf53-b959777760b9,3.6
a42f48dc-e592-4437-95de-e96af291f402,4.6
1abd9773-73e5-4c1c-b329-f81b314c338e,2.6
cee710e8-6a66-46f2-9d6f-630cae90bdc3,4.3
b480fe31-6f11-4948-8a06-b9e185c49ca1,3.4
36a80cf0-59e4-4cf9-b2d6-6dae1f1e5e2f,3.5
df1628c5-f609-4fd3-b14f-7b0becb21fcb,4.2
833f6b68-08f6-4fe4-8330-a802c17faf91,3.5
5a784ebe-7ebc-4cbf-a42e-5c564c49a81b,3.6
6e694ac9-a912-4578-8f7d-9def8c11dd5d,4.3
c19798a6-64d0-42d6-a9f6-5cdd43697728,4.9
c3ed848b-d94e-4108-b035-4f9b459af09d,4.1
4db5a239-77ee-4d8c-8e41-d8b93727886f,3.6
b9be7f26-8dcf-42df-9e86-97e29813ab5c,3.4
525514b1-405b-4200-a1bf-1c14fe2acdc0,
